iter	MultiRMSE
353	5.969677366
354	5.878756591
355	5.805153545
356	5.72443289
357	5.652744367
358	5.588119851
359	5.515257537
360	5.438528916
361	5.369530616
362	5.30226828
363	5.251726522
364	5.178006329
365	5.104962017
366	5.039612192
367	4.976729131
368	4.896159341
369	4.834914114
370	4.77417192
371	4.71221016
372	4.644387738
373	4.578821868
374	4.517537897
375	4.461520172
376	4.407332503
377	4.352623271
378	4.298541343
379	4.243691673
380	4.195237229
381	4.139844221
382	4.079667748
383	4.028200186
384	3.972337375
385	3.921917475
386	3.872809537
387	3.822636393
388	3.770516616
389	3.717930376
390	3.670462271
391	3.625543119
392	3.578928068
393	3.520762885
394	3.476453474
395	3.421189253
396	3.378924926
397	3.335918353
398	3.293676635
399	3.251083346
400	3.20566924
401	3.166160834
402	3.12734343
403	3.088408213
404	3.059759147
405	3.021382106
406	2.987587732
407	2.955027214
408	2.918360211
409	2.886717348
410	2.850952794
411	2.814862817
412	2.779819863
413	2.747175986
414	2.708998633
415	2.666076843
416	2.632947857
417	2.600413414
418	2.566925378
419	2.53209914
420	2.498704785
421	2.464085558
422	2.431869038
423	2.401718518
424	2.367961398
425	2.335637664
426	2.306705815
427	2.275326736
428	2.244245791
429	2.215652827
430	2.188249307
431	2.153363084
432	2.126011752
433	2.102944971
434	2.073919692
435	2.045115101
436	2.019962713
437	1.99481348
438	1.969814238
439	1.945447571
440	1.921401035
441	1.898085551
442	1.873690086
443	1.843084181
444	1.819486621
445	1.796318663
446	1.774806455
447	1.752582511
448	1.730079506
449	1.708663354
450	1.680953885
451	1.659666351
452	1.638542027
453	1.61787368
454	1.596943996
455	1.576308203
456	1.557797897
457	1.538288545
458	1.517413995
459	1.500528498
460	1.48169058
461	1.466423746
462	1.447676201
463	1.429043185
464	1.409973304
465	1.392903819
466	1.374973506
467	1.357259935
468	1.339155711
469	1.322540337
470	1.306053096
471	1.289513109
472	1.27444723
473	1.258256091
474	1.2427003
475	1.225692712
476	1.210659958
477	1.196086201
478	1.181158481
479	1.164855298
480	1.150468145
481	1.136879808
482	1.122598391
483	1.108662044
484	1.094104665
485	1.079910419
486	1.064597974
487	1.052775886
488	1.038908887
489	1.025936234
490	1.01308318
491	1.000958219
492	0.9865926777
493	0.97446122
494	0.9621214325
495	0.9498524204
496	0.9380704616
497	0.9248351581
498	0.9150781011
499	0.9037457744
500	0.8924308179
501	0.8812362309
502	0.8701816108
503	0.8593627069
504	0.8486132101
505	0.8387482366
506	0.827713762
507	0.817296053
508	0.8074270727
509	0.7968495351
510	0.7841463985
511	0.7740935078
512	0.7637683936
513	0.7557423371
514	0.7460326642
515	0.7366844782
516	0.7274124814
517	0.7183556514
518	0.7101703195
519	0.7009403571
520	0.6913201058
521	0.6854171604
522	0.6759179249
523	0.6672384956
524	0.6587654808
525	0.6505065761
526	0.6426536969
527	0.6377804742
528	0.6294661973
529	0.6207629781
530	0.6132598846
531	0.6048169111
532	0.5977141567
533	0.5900477289
534	0.5825323033
535	0.5752907616
536	0.568114959
537	0.5612247926
538	0.5542298468
539	0.5466275052
540	0.5390211259
541	0.5321846816
542	0.5246673433
543	0.5180783484
544	0.5097419478
545	0.5033695653
546	0.4970681665
547	0.4906424595
548	0.4844516961
549	0.4783184634
550	0.4722745027
551	0.4662693437
552	0.4608286603
553	0.4545715133
554	0.4489498728
555	0.4434060082
556	0.4377652732
557	0.4327684515
558	0.4272305385
559	0.4217977302
560	0.4160471943
561	0.4108760046
562	0.4070656436
563	0.4020967486
564	0.3973576766
565	0.3932537345
566	0.3883183971
567	0.3834176231
568	0.3789367738
569	0.3742456336
570	0.3695806705
571	0.3648373458
572	0.3605018281
573	0.3559531023
574	0.3516565374
575	0.3471526505
576	0.3422840983
577	0.3378743758
578	0.3336858945
579	0.33055472
580	0.3266889634
581	0.3214478581
582	0.3173424554
583	0.3131592883
584	0.3093266117
585	0.3062097414
586	0.3024108724
587	0.2984894198
588	0.2948330818
589	0.2908831465
590	0.2870294859
591	0.2834506226
592	0.2795303799
593	0.2762313365
594	0.2731938338
595	0.2698106722
596	0.2664645408
597	0.2631518809
598	0.2597542638
599	0.2565783852
600	0.2530536046
601	0.2498679306
602	0.2457991109
603	0.2418180499
604	0.2388317877
605	0.2357980547
606	0.232883237
607	0.2306363866
608	0.2277027855
609	0.2249320857
610	0.2223357469
611	0.2197878408
612	0.2170554821
613	0.2144204389
614	0.2117761334
615	0.2088903645
616	0.2061226197
617	0.2038650483
618	0.2014168952
619	0.198889199
620	0.1965797095
621	0.1940028359
622	0.1916073002
623	0.1892170125
624	0.1861641403
625	0.184324186
626	0.1820055027
627	0.1797615351
628	0.1776388778
629	0.1754397552
630	0.1737576808
631	0.1718318804
632	0.1697752131
633	0.1674322043
634	0.1651382568
635	0.163424166
636	0.1616032295
637	0.1597102524
638	0.1577071343
639	0.1557844394
640	0.1537991027
641	0.1519511664
642	0.149995103
643	0.1480827987
644	0.1461888926
645	0.144372373
646	0.1426265057
647	0.1409248055
648	0.1390336392
649	0.1373121033
650	0.1355724918
651	0.1342107763
652	0.1326262462
653	0.1312511955
654	0.1296444178
655	0.1280171736
656	0.1264481571
657	0.1248902028
658	0.1232896212
659	0.121704663
660	0.1202314724
661	0.1192635005
662	0.1176561659
663	0.1162125028
664	0.1147672054
665	0.1133216285
666	0.1119294725
667	0.1105560043
668	0.1091945542
669	0.108133307
670	0.1068354207
671	0.1055813536
672	0.1043165011
673	0.1030229998
674	0.1018931425
675	0.1007808548
676	0.09952812761
677	0.09832101956
678	0.09709380149
679	0.09586942929
680	0.09496707994
681	0.09372803465
682	0.09266089649
683	0.09177639064
684	0.09061088429
685	0.08950289426
686	0.08827606314
687	0.08718682834
688	0.08609435947
689	0.08500847277
690	0.08386476558
691	0.08284565731
692	0.08179872423
693	0.08078463054
694	0.07980809748
695	0.07910488439
696	0.07810603823
697	0.07717491011
698	0.07620731895
699	0.07517475151
700	0.07430936692
701	0.07338062675
702	0.0724574235
703	0.07181719183
704	0.0710713863
705	0.07024091396
706	0.0693012513
707	0.06845723146
708	0.0677287212
709	0.06688573674
710	0.06604326359
711	0.06519935459
712	0.06442338851
713	0.0636254087
714	0.06321248782
715	0.06244967052
716	0.06163259983
717	0.06085156178
718	0.06010237182
719	0.05974744165
720	0.05899383806
721	0.05819193093
722	0.05746417937
723	0.05677155442
724	0.0560554925
725	0.055420619
726	0.05472458818
727	0.05383151865
728	0.05316958951
729	0.05252808891
730	0.05199943978
731	0.0513694927
732	0.05076910082
733	0.05013232193
734	0.04949745611
735	0.04889316993
736	0.04810068198
737	0.04750928085
738	0.04674165504
739	0.04626216816
740	0.04570300212
741	0.04512816918
742	0.04458275712
743	0.0440267675
744	0.04348275623
745	0.04296267383
746	0.04243275091
747	0.04189212148
748	0.04137931406
749	0.04110166418
750	0.04061323277
751	0.040096451
752	0.03959795821
753	0.03911450789
754	0.03863637535
755	0.03815544292
756	0.03768925981
757	0.03722372273
758	0.03679246494
759	0.03633229935
760	0.03587470209
761	0.03543084149
762	0.0349631183
763	0.03450669373
764	0.03407021814
765	0.03365637553
766	0.03321350183
767	0.03279473159
768	0.03242833708
769	0.03200797172
770	0.03164155049
771	0.03124118343
772	0.03085065963
773	0.03049083086
774	0.03008268068
775	0.02971182206
776	0.02934201295
777	0.02895662108
778	0.02857875643
779	0.02823246214
780	0.02788991399
781	0.02754132995
782	0.02719814601
783	0.02685397895
784	0.02656223406
785	0.02622773594
786	0.02589291964
787	0.02555247666
788	0.02529925263
789	0.02498769272
790	0.02471591192
791	0.02440852621
792	0.02412279808
793	0.02384312444
794	0.02355505204
795	0.02326165958
796	0.02288272044
797	0.02251459136
798	0.02222834382
799	0.02195051947
800	0.02167787764
801	0.02140664927
802	0.02114380152
803	0.02087993342
804	0.02065218142
805	0.02032079924
806	0.02006244847
807	0.01981087075
808	0.01956084307
809	0.01931857667
810	0.01912707147
811	0.01889563357
812	0.01865992108
813	0.01842196488
814	0.01818575363
815	0.01796194844
816	0.01774373806
817	0.01752355481
818	0.01730935373
819	0.01702886405
820	0.01681536714
821	0.01661204807
822	0.01641048041
823	0.01620755978
824	0.0160048343
825	0.01582427423
826	0.01562915704
827	0.01549882458
828	0.01530472097
829	0.01511034772
830	0.0149201609
831	0.01474907134
832	0.01456353375
833	0.01439754343
834	0.01421454506
835	0.01403491912
836	0.01386282705
837	0.01369234612
838	0.01347143193
839	0.01330033281
840	0.01317683341
841	0.01301093958
842	0.01285961841
843	0.01269848445
844	0.01254784193
845	0.0124476102
846	0.0122464196
847	0.01212720482
848	0.01201211879
849	0.01186126667
850	0.01173964048
851	0.01159122181
852	0.01152665854
853	0.01137295922
854	0.01126316615
855	0.01112180152
856	0.01098284685
857	0.01084350368
858	0.01070016205
859	0.01056711775
860	0.01039704967
861	0.01026704044
862	0.01014515784
863	0.01001449454
864	0.009885599268
865	0.009759440555
866	0.009638845858
867	0.009522988811
868	0.009410344454
869	0.009295120061
870	0.009182237305
871	0.009066328319
872	0.008955654166
873	0.008848992789
874	0.008746956349
875	0.008680214443
876	0.008571804192
877	0.008471021977
878	0.008370220383
879	0.008269278055
880	0.008169438688
881	0.008069489964
882	0.007968774032
883	0.007868818574
884	0.00776632815
885	0.007687105994
886	0.007598464075
887	0.007511825312
888	0.007417151816
889	0.007344456122
890	0.007256764311
891	0.007164459148
892	0.007075825381
893	0.006985197649
894	0.006897786044
895	0.006828783259
896	0.006740709392
897	0.006657010791
898	0.006573731436
899	0.006498724779
900	0.006420603195
901	0.006339894819
902	0.006260869644
903	0.00618518608
904	0.006108019669
905	0.006035206225
906	0.005961089294
907	0.005888010529
908	0.005830171511
909	0.00578064479
910	0.00570835027
911	0.005642470253
912	0.005571533802
913	0.005535929038
914	0.005466490425
915	0.005403770243
916	0.005334686056
917	0.005266477959
918	0.005200495148
919	0.005135456496
920	0.005069258102
921	0.005004663546
922	0.004941744806
923	0.004878182988
924	0.004816943531
925	0.004756819268
926	0.004694110986
927	0.004635592307
928	0.004579187233
929	0.004523811776
930	0.004465844659
931	0.004409975811
932	0.004355159084
933	0.004299905526
934	0.004247659006
935	0.004194745177
936	0.004145002559
937	0.004093281503
938	0.004049777289
939	0.003998810009
940	0.003951748884
941	0.003904607723
942	0.003858867831
943	0.003815354958
944	0.003767413414
945	0.003723550244
946	0.003688654249
947	0.003628793933
948	0.003584854289
949	0.00354024053
950	0.003495111288
951	0.003451487635
952	0.003408306138
953	0.003366213551
954	0.003324997809
955	0.003282725895
956	0.003240088164
957	0.00319989209
958	0.003159083649
959	0.003120126675
960	0.003086321689
961	0.003050089359
962	0.003030162222
963	0.002992291128
964	0.002954749422
965	0.002919144755
966	0.002882609472
967	0.002846503324
968	0.002810698315
969	0.00277716488
970	0.002760198268
971	0.00271543386
972	0.002686359576
973	0.002655410099
974	0.002622660342
975	0.002589928508
976	0.002557472463
977	0.002532471455
978	0.002500588102
979	0.002468971186
980	0.002453980063
981	0.002423325663
982	0.002393247952
983	0.002375645794
984	0.002345964239
985	0.002319517176
986	0.002291868967
987	0.002263702502
988	0.002235206982
989	0.0022071209
990	0.002179277752
991	0.002151664101
992	0.002125329448
993	0.002098700108
994	0.002072495071
995	0.002048182717
996	0.002022668217
997	0.001997534125
998	0.001972427706
999	0.001947561819
1000	0.00192423599
1001	0.001900164389
1002	0.001877356635
1003	0.001858738815
1004	0.001835795167
1005	0.001812824221
1006	0.0017901821
1007	0.001767769535
1008	0.001745632232
1009	0.001723607265
1010	0.001702073747
1011	0.001680745466
1012	0.001661517771
1013	0.001640529116
1014	0.001620053581
1015	0.001599718366
1016	0.00157991342
1017	0.001560252299
1018	0.00155221286
1019	0.001536716066
1020	0.00151759654
1021	0.001501972082
1022	0.001485213454
1023	0.001466691824
1024	0.001448581922
1025	0.001431309761
1026	0.001414832666
1027	0.001406712796
1028	0.001389175003
1029	0.001371785559
1030	0.001354793405
1031	0.001338768906
1032	0.001322796216
1033	0.001306156012
1034	0.00128993641
1035	0.001273983743
1036	0.001258078195
1037	0.001242319967
1038	0.001234959154
1039	0.001223318579
1040	0.00120793603
1041	0.001192822161
1042	0.001178273972
1043	0.001165328906
1044	0.001150909384
1045	0.001136546407
1046	0.001123528167
1047	0.001109480352
1048	0.001095596454
1049	0.001081857705
1050	0.001068169337
1051	0.001058297069
1052	0.001045046942
1053	0.001032360427
1054	0.001019306577
1055	0.001007226811
1056	0.0009948715099
1057	0.0009826630982
1058	0.0009707621135
1059	0.0009551369794
1060	0.0009430482084
1061	0.0009323963966
1062	0.0009209858709
1063	0.0009094065619
1064	0.0009007827023
1065	0.0008896142888
1066	0.0008787108149
1067	0.0008677349543
1068	0.0008574330796
1069	0.0008471156527
1070	0.0008368882409
1071	0.0008262990572
1072	0.0008159654753
1073	0.0008056479846
1074	0.0007957154329
1075	0.0007862845592
1076	0.0007764049792
1077	0.0007666936213
1078	0.000757114539
1079	0.0007476506071
1080	0.0007385435937
1081	0.0007295457112
1082	0.000720421154
1083	0.0007167891868
1084	0.000707844765
1085	0.0006994086401
1086	0.0006881955298
1087	0.0006797184656
1088	0.0006712384936
1089	0.0006631287807
1090	0.0006548525196
1091	0.0006465236725
1092	0.0006384324653
1093	0.0006304456341
1094	0.0006226411951
1095	0.0006147879625
1096	0.0006071069611
1097	0.0006007020972
1098	0.0005934148756
1099	0.0005860071145
1100	0.0005786296818
1101	0.0005720283359
1102	0.0005648744581
1103	0.000559769153
1104	0.000552776761
1105	0.0005466100008
1106	0.0005399463036
1107	0.0005333445439
1108	0.0005266959837
1109	0.0005182642278
1110	0.0005125844841
1111	0.0005062355974
1112	0.0004999196485
1113	0.0004952956548
1114	0.000489160239
1115	0.0004836999975
1116	0.0004776496108
1117	0.0004716771712
1118	0.0004659024379
1119	0.0004600861173
1120	0.0004546950219
1121	0.0004490058631
1122	0.0004432691362
1123	0.0004378929296
1124	0.0004331183604
1125	0.0004284567421
1126	0.0004232161325
1127	0.0004180019945
1128	0.000412876568
1129	0.0004077476652
1130	0.0004029190832
1131	0.0003978457352
1132	0.0003926704745
1133	0.0003880417183
1134	0.0003832463756
1135	0.0003784201198
1136	0.0003737029696
1137	0.0003693133374
1138	0.0003646961938
1139	0.0003601434887
1140	0.0003557552816
1141	0.0003516850015
1142	0.0003474302281
1143	0.0003431284175
1144	0.0003387570845
1145	0.0003344919563
1146	0.0003291584797
1147	0.0003250433788
1148	0.0003216800938
1149	0.0003176616164
1150	0.0003137889096
1151	0.0003098892231
1152	0.0003065375964
1153	0.0003041111976
1154	0.0003005773273
1155	0.0002968155673
1156	0.0002937480169
1157	0.0002900751572
1158	0.0002864376716
1159	0.0002829114931
1160	0.000279754575
1161	0.0002766239465
1162	0.0002731790057
1163	0.0002698586213
1164	0.0002664868057
1165	0.0002634194437
1166	0.0002601064538
1167	0.0002570482168
1168	0.0002538344015
1169	0.000250657924
1170	0.0002479397549
1171	0.0002453588434
1172	0.0002422926593
1173	0.0002395139553
1174	0.0002364958981
1175	0.0002335448328
1176	0.0002306996274
1177	0.0002279382901
1178	0.0002250778328
1179	0.0002222404147
1180	0.0002198086178
1181	0.0002170585986
1182	0.0002143432522
1183	0.0002116407432
1184	0.0002097307108
1185	0.000207101499
1186	0.0002045108755
1187	0.0002022989226
1188	0.0001997673125
1189	0.0001973378461
1190	0.0001952041782
1191	0.0001927609072
1192	0.0001904042241
1193	0.0001880164874
1194	0.000185821281
1195	0.0001836008587
1196	0.00018132203
1197	0.000179056191
1198	0.0001771061673
1199	0.0001748961485
1200	0.0001727093855
1201	0.000170664341
1202	0.0001691148441
1203	0.0001670166165
1204	0.0001649437188
1205	0.0001639591598
1206	0.0001619089525
1207	0.0001598851318
1208	0.0001581923911
1209	0.0001562173016
1210	0.0001542702164
1211	0.000152432023
1212	0.0001505285375
1213	0.0001486491187
1214	0.000146794033
1215	0.0001449598245
1216	0.0001431351761
1217	0.0001413436904
1218	0.0001395719402
1219	0.0001378316774
1220	0.0001363118922
1221	0.0001348256117
1222	0.0001331516581
1223	0.0001315328579
1224	0.0001299167723
1225	0.0001284234583
1226	0.0001268198952
1227	0.0001252216708
1228	0.0001236567126
1229	0.0001221076561
1230	0.0001205793152
1231	0.0001190652174
1232	0.000117581862
1233	0.0001161775686
1234	0.0001147277101
1235	0.0001140355615
1236	0.0001126093772
1237	0.0001112010847
1238	0.0001098108783
1239	0.0001088862308
1240	0.000107524698
1241	0.0001063539067
1242	0.0001051408365
1243	0.000103827077
1244	0.0001025279495
1245	0.0001014523159
1246	0.0001001844601
1247	9.893142213e-05
1248	9.781907271e-05
1249	9.659533718e-05
1250	9.538727994e-05
1251	9.419540661e-05
1252	9.30189992e-05
1253	9.188312751e-05
1254	9.073073478e-05
1255	8.959785767e-05
1256	8.847717841e-05
1257	8.737253864e-05
1258	8.628586854e-05
1259	8.523813132e-05
1260	8.389631861e-05
1261	8.284850808e-05
1262	8.180343534e-05
1263	8.078206389e-05
1264	7.977192728e-05
1265	7.886917944e-05
1266	7.788132392e-05
1267	7.671286905e-05
1268	7.574610286e-05
1269	7.479020831e-05
1270	7.384728854e-05
1271	7.292364551e-05
1272	7.201124188e-05
1273	7.111014575e-05
1274	7.035035733e-05
1275	6.94719855e-05
1276	6.855239392e-05
1277	6.769393828e-05
1278	6.684695573e-05
1279	6.604649769e-05
1280	6.522057045e-05
1281	6.44056174e-05
1282	6.359984473e-05
1283	6.280419549e-05
1284	6.206362533e-05
1285	6.128735532e-05
1286	6.052267726e-05
1287	5.976568157e-05
1288	5.901565625e-05
1289	5.827684496e-05
1290	5.755020698e-05
1291	5.683022457e-05
1292	5.611519356e-05
1293	5.55097175e-05
1294	5.48160862e-05
1295	5.412571373e-05
1296	5.351759783e-05
1297	5.288324289e-05
1298	5.223301035e-05
1299	5.158050193e-05
1300	5.093549731e-05
1301	5.029922788e-05
1302	4.951252042e-05
1303	4.890704172e-05
1304	4.834160944e-05
1305	4.773876822e-05
1306	4.714282935e-05
1307	4.655356749e-05
1308	4.601341496e-05
1309	4.54547295e-05
1310	4.497303853e-05
1311	4.449867571e-05
1312	4.394343542e-05
1313	4.349470623e-05
1314	4.296224367e-05
1315	4.242560678e-05
1316	4.206043868e-05
1317	4.153121376e-05
1318	4.101332565e-05
1319	4.049504354e-05
1320	3.998908521e-05
1321	3.948838593e-05
1322	3.887310757e-05
1323	3.838658005e-05
1324	3.795836976e-05
1325	3.736955311e-05
1326	3.690273567e-05
1327	3.644122576e-05
1328	3.598593771e-05
1329	3.561088347e-05
1330	3.516912402e-05
1331	3.47295822e-05
1332	3.429508847e-05
1333	3.38662809e-05
1334	3.348878393e-05
1335	3.310622084e-05
1336	3.268874651e-05
1337	3.228923525e-05
1338	3.189111997e-05
1339	3.150405555e-05
1340	3.110745965e-05
1341	3.071859296e-05
1342	3.033518003e-05
1343	2.997302638e-05
1344	2.963982714e-05
1345	2.927540872e-05
1346	2.890922962e-05
1347	2.854680858e-05
1348	2.827664804e-05
1349	2.792299463e-05
1350	2.766389802e-05
1351	2.734803211e-05
1352	2.700671452e-05
1353	2.67149896e-05
1354	2.642420675e-05
1355	2.609370676e-05
1356	2.583124136e-05
1357	2.543243937e-05
1358	2.511238655e-05
1359	2.479802046e-05
1360	2.456238982e-05
1361	2.434453991e-05
1362	2.404045006e-05
1363	2.373930035e-05
1364	2.337372198e-05
1365	2.307879445e-05
1366	2.27904984e-05
1367	2.250598661e-05
1368	2.231944955e-05
1369	2.205062559e-05
1370	2.177796742e-05
1371	2.150702843e-05
1372	2.123799048e-05
1373	2.099521306e-05
1374	2.07328418e-05
1375	2.047337518e-05
1376	2.021804045e-05
1377	2.014016355e-05
1378	1.988799475e-05
1379	1.96351905e-05
1380	1.938977569e-05
1381	1.923440021e-05
1382	1.899401785e-05
1383	1.875477942e-05
1384	1.852463525e-05
1385	1.829415224e-05
1386	1.807898545e-05
1387	1.785779848e-05
1388	1.763725295e-05
1389	1.74167284e-05
1390	1.724006127e-05
1391	1.702417521e-05
1392	1.681150967e-05
1393	1.660084342e-05
1394	1.639310248e-05
1395	1.61884174e-05
1396	1.598498183e-05
1397	1.578503356e-05
1398	1.559172452e-05
1399	1.540105538e-05
1400	1.522416821e-05
1401	1.503390193e-05
1402	1.484589921e-05
1403	1.466020937e-05
1404	1.447664461e-05
1405	1.432147834e-05
1406	1.415702628e-05
1407	1.397936125e-05
1408	1.383680058e-05
1409	1.366355723e-05
1410	1.350879197e-05
1411	1.333974781e-05
1412	1.317741098e-05
1413	1.30342701e-05
1414	1.283411981e-05
1415	1.267782919e-05
1416	1.251938066e-05
1417	1.236738292e-05
1418	1.221247922e-05
1419	1.205972828e-05
1420	1.190886428e-05
1421	1.176002126e-05
1422	1.161308416e-05
1423	1.146794436e-05
1424	1.132483667e-05
1425	1.118312382e-05
1426	1.104330707e-05
1427	1.093494852e-05
1428	1.084659664e-05
1429	1.074264182e-05
1430	1.06083361e-05
1431	1.048851141e-05
1432	1.035735564e-05
1433	1.023461269e-05
1434	1.010627406e-05
1435	9.998429751e-06
1436	9.873100701e-06
1437	9.749360861e-06
1438	9.636914205e-06
1439	9.519929222e-06
1440	9.400648601e-06
1441	9.282895299e-06
1442	9.166845421e-06
1443	9.052028768e-06
1444	8.91351237e-06
1445	8.810994666e-06
1446	8.700870567e-06
1447	8.613793952e-06
1448	8.505367994e-06
1449	8.399695051e-06
1450	8.29488017e-06
1451	8.208096727e-06
1452	8.116037251e-06
1453	8.014575778e-06
1454	7.914089886e-06
1455	7.81508706e-06
1456	7.750085226e-06
1457	7.652875664e-06
1458	7.558480802e-06
1459	7.464039283e-06
1460	7.370705682e-06
1461	7.278614303e-06
1462	7.220597613e-06
1463	7.13029643e-06
1464	7.053898688e-06
1465	6.965534439e-06
1466	6.878698491e-06
1467	6.773943802e-06
1468	6.707054531e-06
1469	6.622907215e-06
1470	6.544021584e-06
1471	6.461988105e-06
1472	6.393280436e-06
1473	6.330867035e-06
1474	6.2645723e-06
1475	6.186008063e-06
1476	6.108307344e-06
1477	6.03844597e-06
1478	5.96293431e-06
1479	5.888492629e-06
1480	5.814883642e-06
1481	5.743401336e-06
1482	5.673853097e-06
1483	5.603372665e-06
1484	5.533199944e-06
