iter	Passed	Remaining
1793	1406	2513
1794	1406	2512
1795	1408	2511
1796	1408	2510
1797	1408	2508
1798	1409	2507
1799	1409	2506
1800	1409	2504
1801	1410	2502
1802	1410	2501
1803	1411	2500
1804	1412	2499
1805	1412	2498
1806	1413	2497
1807	1413	2496
1808	1414	2495
1809	1414	2493
1810	1415	2491
1811	1415	2491
1812	1416	2489
1813	1416	2488
1814	1417	2486
1815	1418	2486
1816	1418	2484
1817	1418	2483
1818	1419	2481
1819	1419	2480
1820	1420	2478
1821	1420	2477
1822	1420	2475
1823	1420	2474
1824	1421	2472
1825	1422	2471
1826	1422	2470
1827	1422	2468
1828	1423	2467
1829	1423	2466
1830	1424	2465
1831	1424	2463
1832	1424	2461
1833	1425	2460
1834	1425	2459
1835	1426	2457
1836	1426	2456
1837	1427	2455
1838	1427	2454
1839	1429	2454
1840	1429	2453
1841	1430	2451
1842	1430	2450
1843	1431	2449
1844	1432	2449
1845	1432	2447
1846	1432	2446
1847	1433	2444
1848	1433	2443
1849	1434	2442
1850	1435	2441
1851	1436	2441
1852	1437	2440
1853	1437	2439
1854	1437	2437
1855	1438	2436
1856	1438	2435
1857	1439	2433
1858	1439	2432
1859	1439	2430
1860	1440	2429
1861	1440	2427
1862	1440	2426
1863	1441	2424
1864	1442	2424
1865	1443	2424
1866	1444	2423
1867	1444	2421
1868	1444	2420
1869	1445	2419
1870	1445	2418
1871	1446	2416
1872	1446	2415
1873	1447	2414
1874	1447	2412
1875	1447	2411
1876	1448	2410
1877	1449	2408
1878	1449	2407
1879	1450	2407
1880	1452	2407
1881	1453	2407
1882	1453	2406
1883	1454	2405
1884	1455	2404
1885	1455	2403
1886	1455	2401
1887	1456	2400
1888	1456	2398
1889	1456	2397
1890	1457	2396
1891	1459	2396
1892	1460	2397
1893	1461	2397
1894	1462	2395
1895	1462	2394
1896	1462	2392
1897	1463	2391
1898	1463	2390
1899	1464	2388
1900	1464	2387
1901	1465	2387
1902	1466	2386
1903	1467	2386
1904	1469	2387
1905	1470	2387
1906	1473	2390
1907	1477	2393
1908	1478	2393
1909	1478	2392
1910	1479	2392
1911	1480	2391
1912	1482	2393
1913	1483	2392
1914	1484	2390
1915	1486	2392
1916	1489	2395
1917	1490	2395
1918	1492	2395
1919	1493	2395
1920	1494	2394
1921	1494	2393
1922	1495	2393
1923	1496	2392
1924	1496	2391
1925	1497	2389
1926	1497	2388
1927	1497	2386
1928	1498	2385
1929	1499	2384
1930	1499	2383
1931	1499	2381
1932	1500	2380
1933	1500	2378
1934	1500	2377
1935	1501	2375
1936	1501	2374
1937	1501	2372
1938	1502	2371
1939	1504	2372
1940	1505	2373
1941	1507	2373
1942	1507	2372
1943	1508	2371
1944	1508	2369
1945	1509	2369
1946	1510	2368
1947	1511	2367
1948	1511	2366
1949	1512	2366
1950	1513	2365
1951	1514	2365
1952	1518	2368
1953	1519	2368
1954	1521	2369
1955	1523	2371
1956	1527	2374
1957	1528	2374
1958	1530	2375
1959	1532	2376
1960	1537	2382
1961	1538	2382
1962	1539	2382
1963	1540	2381
1964	1541	2380
1965	1541	2379
1966	1541	2377
1967	1542	2375
1968	1542	2374
1969	1543	2374
1970	1544	2373
1971	1545	2373
1972	1547	2374
1973	1548	2373
1974	1548	2372
1975	1549	2371
1976	1549	2369
1977	1550	2369
1978	1551	2367
1979	1552	2367
1980	1552	2366
1981	1553	2365
1982	1555	2366
1983	1556	2365
1984	1557	2365
1985	1558	2365
1986	1560	2365
1987	1561	2366
1988	1562	2365
1989	1563	2365
1990	1564	2365
1991	1565	2363
1992	1565	2362
1993	1566	2360
1994	1566	2359
1995	1567	2359
1996	1570	2361
1997	1571	2361
1998	1572	2361
1999	1573	2360
2000	1574	2359
2001	1575	2359
2002	1576	2359
2003	1578	2359
2004	1580	2360
2005	1581	2360
2006	1584	2362
2007	1587	2365
2008	1591	2368
2009	1592	2369
2010	1594	2369
2011	1595	2369
2012	1596	2369
2013	1598	2369
2014	1599	2369
2015	1600	2369
2016	1600	2367
2017	1601	2366
2018	1601	2364
2019	1602	2363
2020	1602	2362
2021	1603	2361
2022	1603	2359
2023	1604	2358
2024	1604	2357
2025	1605	2356
2026	1605	2354
2027	1606	2354
2028	1606	2352
2029	1608	2352
2030	1608	2351
2031	1608	2350
2032	1609	2348
2033	1609	2346
2034	1610	2346
2035	1610	2345
2036	1611	2343
2037	1611	2342
2038	1612	2341
2039	1613	2340
2040	1614	2341
2041	1615	2339
2042	1616	2339
2043	1616	2337
2044	1616	2336
2045	1617	2335
2046	1617	2333
2047	1617	2332
2048	1618	2330
2049	1618	2329
2050	1619	2328
2051	1619	2326
2052	1620	2325
2053	1620	2324
2054	1620	2322
2055	1621	2321
2056	1622	2321
2057	1623	2320
2058	1625	2321
2059	1625	2320
2060	1626	2318
2061	1626	2317
2062	1626	2315
2063	1627	2314
2064	1627	2313
2065	1628	2312
2066	1629	2312
2067	1631	2312
2068	1632	2312
2069	1633	2312
2070	1635	2312
2071	1635	2310
2072	1635	2309
2073	1636	2308
2074	1636	2307
2075	1638	2307
2076	1639	2307
2077	1639	2305
2078	1640	2304
2079	1640	2303
2080	1641	2302
2081	1641	2300
2082	1641	2299
2083	1642	2297
2084	1642	2296
2085	1643	2295
2086	1643	2294
2087	1643	2292
2088	1644	2291
2089	1644	2290
2090	1645	2288
2091	1645	2287
2092	1645	2285
2093	1646	2284
2094	1646	2282
2095	1647	2282
2096	1647	2280
2097	1647	2279
2098	1648	2278
2099	1648	2276
2100	1649	2275
2101	1649	2274
2102	1650	2273
2103	1650	2272
2104	1652	2272
2105	1652	2271
2106	1652	2269
2107	1653	2268
2108	1654	2267
2109	1654	2266
2110	1655	2265
2111	1655	2263
2112	1656	2262
2113	1657	2262
2114	1657	2261
2115	1658	2261
2116	1659	2260
2117	1660	2259
2118	1660	2258
2119	1661	2256
2120	1661	2255
2121	1661	2254
2122	1662	2252
2123	1663	2251
2124	1663	2250
2125	1664	2249
2126	1665	2249
2127	1666	2249
2128	1669	2251
2129	1671	2252
2130	1673	2253
2131	1674	2253
2132	1675	2252
2133	1675	2250
2134	1680	2254
2135	1685	2259
2136	1687	2260
2137	1689	2261
2138	1690	2260
2139	1691	2260
2140	1691	2259
2141	1692	2257
2142	1692	2256
2143	1692	2254
2144	1693	2253
2145	1693	2252
2146	1694	2251
2147	1694	2250
2148	1695	2249
2149	1696	2248
2150	1697	2248
2151	1698	2248
2152	1699	2246
2153	1699	2245
2154	1700	2244
2155	1700	2243
2156	1701	2242
2157	1701	2240
2158	1701	2239
2159	1702	2238
2160	1703	2237
2161	1704	2237
2162	1705	2237
2163	1706	2236
2164	1708	2236
2165	1708	2235
2166	1708	2234
2167	1709	2233
2168	1710	2232
2169	1710	2231
2170	1711	2230
2171	1711	2228
2172	1712	2227
2173	1712	2226
2174	1713	2225
2175	1714	2225
2176	1714	2223
2177	1715	2223
2178	1717	2223
2179	1720	2225
2180	1720	2223
2181	1722	2224
2182	1725	2226
2183	1726	2226
2184	1729	2227
2185	1732	2230
2186	1736	2233
2187	1740	2236
2188	1741	2236
2189	1743	2237
2190	1744	2236
2191	1745	2236
2192	1746	2236
2193	1747	2235
2194	1748	2234
2195	1748	2233
2196	1749	2231
2197	1749	2230
2198	1750	2229
2199	1750	2227
2200	1750	2226
2201	1751	2225
2202	1751	2224
2203	1752	2222
2204	1752	2221
2205	1753	2221
2206	1754	2220
2207	1756	2221
2208	1759	2222
2209	1761	2223
2210	1763	2224
2211	1765	2225
2212	1767	2226
2213	1769	2226
2214	1771	2227
2215	1775	2230
2216	1777	2231
2217	1779	2231
2218	1780	2231
2219	1781	2231
2220	1782	2230
2221	1784	2231
2222	1786	2231
2223	1787	2230
2224	1788	2231
2225	1790	2231
2226	1791	2231
2227	1792	2230
2228	1793	2229
2229	1794	2229
2230	1795	2228
2231	1796	2227
2232	1797	2226
2233	1797	2225
2234	1797	2224
2235	1798	2222
2236	1799	2222
2237	1799	2220
2238	1800	2220
2239	1801	2220
2240	1803	2220
2241	1803	2219
2242	1804	2218
2243	1805	2217
2244	1805	2215
2245	1806	2214
2246	1806	2213
2247	1807	2212
2248	1807	2211
2249	1807	2209
2250	1808	2208
2251	1808	2207
2252	1809	2206
2253	1809	2205
2254	1810	2203
2255	1811	2202
2256	1811	2202
2257	1812	2201
2258	1813	2200
2259	1813	2198
2260	1814	2197
2261	1814	2196
2262	1814	2194
2263	1815	2193
2264	1815	2192
2265	1816	2191
2266	1817	2191
2267	1817	2189
2268	1818	2188
2269	1818	2187
2270	1819	2186
2271	1820	2185
2272	1820	2183
2273	1820	2182
2274	1821	2181
2275	1821	2179
2276	1821	2178
2277	1822	2177
2278	1822	2176
2279	1823	2175
2280	1824	2174
2281	1824	2173
2282	1824	2171
2283	1825	2170
2284	1825	2169
2285	1826	2167
2286	1826	2166
2287	1826	2165
2288	1827	2164
2289	1827	2162
2290	1827	2161
2291	1828	2160
2292	1828	2159
2293	1829	2157
2294	1829	2156
2295	1829	2155
2296	1830	2153
2297	1831	2153
2298	1831	2152
2299	1832	2150
2300	1832	2149
2301	1833	2148
2302	1834	2147
2303	1834	2146
2304	1834	2144
2305	1834	2143
2306	1835	2142
2307	1835	2141
2308	1835	2139
2309	1836	2138
2310	1836	2136
2311	1836	2135
2312	1837	2134
2313	1838	2134
2314	1840	2134
2315	1841	2133
2316	1841	2132
2317	1842	2132
2318	1843	2130
2319	1844	2130
2320	1845	2130
2321	1846	2129
2322	1846	2128
2323	1846	2126
2324	1847	2125
2325	1848	2124
2326	1848	2123
2327	1848	2121
2328	1849	2120
2329	1849	2119
2330	1849	2118
2331	1850	2116
2332	1850	2115
2333	1851	2114
2334	1851	2113
2335	1852	2112
2336	1852	2111
2337	1853	2110
2338	1854	2109
2339	1854	2108
2340	1855	2107
2341	1855	2106
2342	1856	2105
2343	1856	2103
2344	1857	2102
2345	1857	2101
2346	1858	2100
2347	1858	2099
2348	1858	2097
2349	1859	2096
2350	1861	2097
2351	1861	2095
2352	1862	2094
2353	1862	2093
2354	1863	2093
2355	1864	2091
2356	1865	2091
2357	1866	2090
2358	1866	2089
2359	1867	2088
2360	1867	2087
2361	1868	2086
2362	1868	2085
2363	1869	2084
2364	1869	2082
2365	1869	2081
2366	1870	2080
2367	1870	2079
2368	1870	2077
2369	1871	2076
2370	1871	2075
2371	1872	2074
2372	1872	2073
2373	1873	2072
2374	1873	2070
2375	1875	2070
2376	1875	2069
2377	1876	2069
2378	1876	2067
2379	1877	2066
2380	1877	2065
2381	1878	2064
2382	1878	2063
2383	1879	2062
2384	1880	2061
2385	1881	2060
2386	1882	2060
2387	1883	2060
2388	1884	2059
2389	1884	2058
2390	1885	2057
2391	1886	2056
2392	1886	2055
2393	1887	2054
2394	1887	2053
2395	1888	2052
2396	1889	2052
2397	1889	2050
2398	1890	2049
2399	1890	2048
2400	1891	2047
2401	1892	2046
2402	1892	2045
2403	1892	2043
2404	1892	2042
2405	1893	2041
2406	1894	2040
2407	1894	2039
2408	1895	2038
2409	1895	2037
2410	1897	2037
2411	1897	2035
2412	1897	2034
2413	1897	2033
2414	1898	2032
2415	1899	2031
2416	1899	2030
2417	1900	2028
2418	1900	2027
2419	1900	2026
2420	1901	2025
2421	1902	2024
2422	1903	2024
2423	1903	2022
2424	1903	2021
2425	1904	2020
2426	1905	2019
2427	1905	2018
2428	1905	2017
2429	1906	2016
2430	1907	2015
2431	1907	2014
2432	1908	2013
2433	1908	2012
2434	1909	2011
2435	1909	2010
2436	1910	2009
2437	1911	2008
2438	1911	2006
2439	1912	2006
2440	1912	2005
2441	1913	2004
2442	1913	2002
2443	1913	2001
2444	1914	2000
2445	1914	1999
2446	1915	1998
2447	1916	1997
2448	1916	1996
2449	1916	1994
2450	1916	1993
2451	1918	1993
2452	1919	1993
2453	1921	1993
2454	1922	1992
2455	1923	1992
2456	1925	1992
2457	1925	1991
2458	1926	1990
2459	1928	1990
2460	1929	1990
2461	1930	1989
2462	1931	1990
2463	1933	1989
2464	1934	1989
2465	1934	1987
2466	1934	1986
2467	1934	1985
2468	1935	1984
2469	1936	1983
2470	1936	1982
2471	1937	1981
2472	1937	1980
2473	1938	1979
2474	1939	1978
2475	1941	1978
2476	1941	1977
2477	1942	1976
2478	1943	1976
2479	1947	1979
2480	1950	1980
2481	1952	1980
2482	1953	1980
2483	1954	1979
2484	1955	1978
2485	1957	1979
2486	1959	1980
2487	1961	1979
2488	1964	1981
2489	1965	1981
2490	1967	1981
2491	1969	1981
2492	1969	1980
2493	1970	1980
2494	1971	1979
2495	1971	1977
2496	1971	1976
2497	1972	1975
2498	1972	1974
2499	1972	1972
2500	1973	1971
2501	1973	1970
2502	1974	1969
2503	1974	1968
2504	1974	1966
2505	1975	1965
2506	1975	1964
2507	1975	1963
2508	1976	1961
2509	1976	1960
2510	1977	1959
2511	1977	1958
2512	1977	1957
2513	1978	1956
2514	1978	1955
2515	1979	1954
2516	1979	1953
2517	1980	1951
2518	1980	1950
2519	1980	1949
2520	1980	1947
2521	1981	1946
2522	1982	1946
2523	1982	1945
2524	1983	1943
2525	1983	1943
2526	1985	1942
2527	1985	1941
2528	1985	1940
2529	1986	1939
2530	1987	1938
2531	1988	1938
2532	1988	1937
2533	1989	1936
2534	1989	1934
2535	1990	1933
2536	1990	1932
2537	1991	1931
2538	1992	1931
2539	1992	1929
2540	1993	1929
2541	1993	1928
2542	1994	1926
2543	1994	1925
2544	1995	1925
2545	1996	1924
2546	1997	1923
2547	1997	1922
2548	1997	1921
2549	1998	1919
2550	1999	1919
2551	1999	1918
2552	2000	1917
2553	2000	1916
2554	2001	1915
2555	2001	1913
2556	2001	1912
2557	2002	1911
2558	2002	1910
2559	2003	1909
2560	2003	1908
2561	2004	1907
2562	2005	1906
2563	2006	1906
2564	2007	1905
2565	2008	1904
2566	2008	1904
2567	2009	1902
2568	2009	1901
2569	2009	1900
2570	2010	1899
2571	2011	1898
2572	2012	1897
2573	2012	1897
2574	2013	1896
2575	2014	1895
2576	2014	1894
2577	2014	1893
2578	2015	1892
2579	2016	1891
2580	2016	1890
2581	2017	1889
2582	2017	1888
2583	2018	1887
2584	2018	1885
2585	2018	1884
2586	2019	1883
2587	2019	1882
2588	2020	1881
2589	2021	1880
2590	2021	1879
2591	2022	1878
2592	2022	1877
2593	2022	1876
2594	2023	1875
2595	2024	1874
2596	2025	1873
2597	2025	1872
2598	2025	1871
2599	2026	1870
2600	2026	1869
2601	2027	1868
2602	2028	1867
2603	2029	1867
2604	2030	1866
2605	2030	1865
2606	2031	1864
2607	2031	1863
2608	2032	1862
2609	2032	1861
2610	2032	1859
2611	2033	1859
2612	2034	1858
2613	2035	1857
2614	2036	1857
2615	2037	1856
2616	2037	1855
2617	2038	1854
2618	2038	1853
2619	2039	1852
2620	2040	1851
2621	2040	1850
2622	2040	1849
2623	2041	1848
2624	2041	1847
2625	2041	1845
2626	2042	1845
2627	2043	1843
2628	2043	1843
2629	2044	1842
2630	2045	1841
2631	2046	1840
2632	2046	1839
2633	2046	1838
2634	2047	1837
2635	2048	1836
2636	2048	1835
2637	2048	1834
2638	2049	1833
2639	2050	1832
2640	2050	1831
2641	2051	1830
2642	2051	1829
2643	2051	1828
2644	2052	1827
2645	2052	1826
2646	2053	1825
2647	2053	1824
2648	2054	1823
2649	2054	1822
2650	2054	1820
2651	2055	1819
2652	2055	1818
2653	2055	1817
2654	2056	1816
2655	2056	1815
2656	2057	1814
2657	2057	1813
2658	2058	1811
2659	2059	1811
2660	2060	1810
2661	2061	1810
2662	2061	1809
2663	2061	1807
2664	2062	1806
2665	2062	1805
2666	2063	1804
2667	2063	1803
2668	2064	1803
2669	2065	1802
2670	2065	1801
2671	2066	1800
2672	2066	1799
2673	2067	1798
2674	2068	1797
2675	2069	1797
2676	2069	1796
2677	2070	1795
2678	2070	1793
2679	2070	1792
2680	2071	1791
2681	2071	1790
2682	2071	1789
2683	2072	1788
2684	2072	1787
2685	2073	1786
2686	2074	1785
2687	2075	1785
2688	2075	1784
2689	2076	1783
2690	2076	1782
2691	2077	1781
2692	2078	1780
2693	2078	1779
2694	2079	1778
2695	2079	1777
2696	2079	1776
2697	2080	1774
2698	2080	1773
2699	2080	1772
2700	2081	1771
2701	2081	1770
2702	2081	1768
2703	2081	1767
2704	2082	1766
2705	2082	1765
2706	2082	1764
2707	2083	1763
2708	2084	1762
2709	2084	1761
2710	2084	1760
2711	2085	1759
2712	2085	1758
2713	2086	1757
2714	2086	1755
2715	2086	1754
2716	2087	1753
2717	2087	1752
2718	2087	1751
2719	2088	1750
2720	2089	1750
2721	2090	1749
2722	2091	1748
2723	2091	1747
2724	2092	1746
2725	2092	1745
2726	2093	1744
2727	2094	1744
2728	2094	1743
2729	2095	1742
2730	2095	1741
2731	2096	1740
2732	2097	1739
2733	2097	1738
2734	2097	1737
2735	2097	1736
2736	2098	1734
2737	2098	1733
2738	2098	1732
2739	2099	1731
2740	2099	1730
2741	2099	1728
2742	2099	1727
2743	2100	1726
2744	2100	1725
2745	2100	1724
2746	2101	1723
2747	2102	1722
2748	2102	1721
2749	2103	1720
2750	2104	1720
2751	2105	1719
2752	2105	1718
2753	2105	1717
2754	2106	1716
2755	2106	1715
2756	2106	1714
2757	2107	1712
2758	2107	1711
2759	2108	1711
2760	2109	1710
2761	2111	1711
2762	2113	1711
2763	2114	1710
2764	2115	1710
2765	2117	1710
2766	2118	1709
2767	2118	1708
2768	2119	1707
2769	2119	1706
2770	2120	1705
2771	2120	1704
2772	2120	1703
2773	2121	1702
2774	2123	1702
2775	2124	1702
2776	2126	1701
2777	2127	1701
2778	2128	1701
2779	2130	1701
2780	2131	1700
2781	2132	1700
2782	2133	1699
2783	2135	1699
2784	2138	1700
2785	2139	1700
2786	2143	1702
2787	2144	1701
2788	2146	1701
2789	2149	1702
2790	2150	1702
2791	2152	1702
2792	2153	1702
2793	2154	1701
2794	2154	1700
2795	2155	1699
2796	2156	1698
2797	2158	1698
2798	2160	1699
2799	2163	1699
2800	2164	1699
2801	2167	1700
2802	2169	1700
2803	2170	1699
2804	2171	1699
2805	2172	1698
2806	2174	1698
2807	2177	1699
2808	2178	1699
2809	2180	1699
2810	2181	1698
2811	2182	1698
2812	2182	1696
2813	2183	1695
2814	2183	1694
2815	2183	1693
2816	2184	1692
2817	2184	1691
2818	2185	1690
2819	2185	1689
2820	2186	1688
2821	2187	1688
2822	2187	1687
2823	2188	1686
2824	2188	1685
2825	2189	1684
2826	2189	1683
2827	2189	1681
2828	2192	1682
2829	2192	1681
2830	2193	1680
2831	2193	1679
2832	2194	1678
2833	2195	1677
2834	2195	1676
2835	2195	1675
2836	2196	1674
2837	2196	1673
2838	2197	1672
2839	2197	1671
2840	2198	1670
2841	2199	1669
2842	2200	1669
2843	2200	1668
2844	2200	1667
2845	2201	1666
2846	2201	1665
2847	2202	1664
2848	2202	1662
2849	2202	1661
2850	2203	1660
2851	2203	1659
2852	2204	1658
2853	2204	1657
2854	2204	1656
2855	2205	1655
2856	2205	1654
2857	2205	1653
2858	2206	1652
2859	2207	1651
2860	2207	1650
2861	2207	1649
2862	2208	1648
2863	2208	1647
2864	2208	1646
2865	2209	1645
2866	2210	1644
2867	2210	1643
2868	2211	1642
2869	2212	1641
2870	2214	1642
2871	2215	1641
2872	2216	1640
2873	2216	1639
2874	2219	1640
2875	2221	1640
2876	2223	1640
2877	2227	1642
2878	2230	1643
2879	2234	1644
2880	2236	1645
2881	2239	1646
2882	2241	1645
2883	2245	1647
2884	2249	1649
2885	2251	1649
2886	2252	1648
2887	2254	1648
2888	2256	1648
2889	2259	1649
2890	2261	1649
2891	2264	1650
2892	2268	1652
2893	2270	1652
2894	2271	1651
2895	2275	1652
2896	2276	1652
2897	2280	1654
2898	2282	1654
2899	2286	1655
2900	2288	1655
2901	2289	1655
2902	2290	1654
2903	2297	1658
2904	2299	1658
2905	2299	1657
2906	2299	1655
2907	2300	1654
2908	2300	1653
2909	2302	1653
2910	2303	1653
2911	2305	1653
2912	2306	1652
2913	2313	1656
2914	2314	1655
2915	2316	1655
2916	2318	1655
2917	2319	1654
2918	2320	1654
2919	2321	1653
2920	2321	1652
2921	2321	1651
2922	2322	1649
2923	2322	1648
2924	2322	1647
2925	2323	1646
2926	2331	1651
2927	2333	1651
2928	2336	1651
2929	2338	1652
2930	2341	1652
2931	2345	1654
2932	2348	1655
2933	2351	1656
2934	2353	1655
2935	2354	1655
2936	2355	1654
2937	2359	1655
2938	2361	1656
2939	2363	1656
2940	2365	1655
2941	2367	1656
2942	2369	1656
2943	2370	1655
2944	2371	1654
2945	2372	1654
2946	2376	1655
2947	2377	1654
2948	2379	1654
2949	2381	1655
2950	2385	1656
2951	2388	1656
2952	2389	1656
2953	2390	1655
2954	2391	1655
2955	2393	1655
2956	2396	1655
2957	2398	1655
2958	2401	1656
2959	2402	1655
2960	2407	1658
2961	2409	1657
2962	2410	1657
2963	2411	1656
2964	2413	1656
2965	2415	1656
2966	2415	1655
2967	2415	1654
2968	2416	1653
2969	2416	1651
2970	2417	1650
2971	2417	1649
2972	2417	1648
2973	2418	1647
2974	2419	1646
2975	2420	1646
2976	2422	1646
2977	2423	1645
2978	2426	1646
2979	2427	1645
2980	2427	1644
2981	2428	1643
2982	2429	1642
2983	2430	1642
2984	2431	1641
2985	2432	1640
2986	2437	1642
2987	2439	1642
2988	2441	1642
2989	2442	1642
2990	2444	1641
2991	2445	1641
2992	2446	1640
2993	2447	1639
2994	2447	1638
2995	2448	1637
2996	2449	1637
2997	2449	1636
2998	2450	1635
2999	2451	1634
3000	2451	1633
3001	2452	1632
3002	2453	1631
3003	2453	1630
3004	2453	1629
3005	2454	1627
3006	2454	1626
3007	2454	1625
3008	2455	1624
3009	2455	1623
3010	2455	1622
3011	2456	1621
3012	2456	1620
3013	2457	1619
3014	2457	1617
3015	2458	1617
3016	2458	1616
3017	2459	1615
3018	2459	1614
3019	2460	1613
3020	2460	1612
3021	2461	1611
3022	2461	1609
3023	2462	1608
3024	2462	1607
3025	2462	1606
3026	2463	1605
3027	2463	1604
3028	2464	1603
3029	2464	1602
3030	2464	1601
3031	2465	1600
3032	2465	1598
3033	2465	1597
3034	2466	1597
3035	2467	1596
3036	2467	1594
3037	2468	1594
3038	2468	1593
3039	2469	1592
3040	2469	1591
3041	2470	1589
3042	2470	1588
3043	2470	1587
3044	2471	1586
3045	2471	1585
3046	2471	1584
3047	2472	1583
3048	2473	1582
3049	2473	1581
3050	2473	1580
3051	2474	1579
3052	2474	1578
3053	2475	1577
3054	2475	1576
3055	2475	1574
3056	2476	1573
3057	2476	1572
3058	2477	1572
3059	2477	1571
3060	2478	1570
3061	2478	1568
3062	2479	1568
3063	2480	1567
3064	2480	1566
3065	2481	1564
3066	2481	1564
3067	2483	1563
3068	2484	1563
3069	2485	1562
3070	2486	1561
3071	2488	1561
3072	2489	1561
3073	2490	1560
3074	2492	1560
3075	2493	1559
3076	2493	1558
3077	2493	1557
3078	2494	1556
3079	2494	1554
3080	2494	1553
3081	2495	1552
3082	2495	1551
3083	2496	1551
3084	2497	1550
3085	2498	1549
3086	2499	1548
3087	2500	1548
3088	2500	1547
3089	2502	1546
3090	2504	1546
3091	2504	1545
3092	2504	1544
3093	2505	1543
3094	2506	1542
3095	2506	1541
3096	2509	1542
3097	2510	1541
3098	2514	1542
3099	2514	1541
3100	2516	1541
3101	2519	1541
3102	2521	1541
3103	2522	1540
3104	2523	1540
3105	2525	1539
3106	2526	1539
3107	2526	1538
3108	2526	1536
3109	2527	1535
3110	2527	1534
3111	2527	1533
3112	2528	1532
3113	2528	1531
3114	2529	1530
3115	2529	1529
3116	2530	1528
3117	2530	1527
3118	2531	1526
3119	2531	1525
3120	2531	1524
3121	2532	1523
3122	2532	1522
3123	2533	1521
3124	2533	1520
3125	2533	1518
3126	2534	1517
3127	2534	1517
3128	2535	1515
3129	2536	1515
3130	2536	1514
3131	2537	1513
3132	2537	1512
3133	2537	1511
3134	2538	1509
3135	2538	1508
3136	2538	1507
3137	2538	1506
3138	2539	1505
3139	2539	1504
3140	2540	1503
3141	2540	1502
3142	2541	1501
3143	2542	1500
3144	2542	1499
3145	2543	1498
3146	2543	1497
3147	2544	1496
3148	2544	1495
3149	2544	1494
3150	2544	1493
3151	2545	1492
3152	2545	1491
3153	2546	1490
3154	2546	1489
3155	2547	1488
3156	2547	1487
3157	2548	1486
3158	2548	1485
3159	2549	1484
3160	2549	1483
3161	2549	1482
3162	2550	1481
3163	2550	1480
3164	2550	1478
3165	2551	1477
3166	2551	1476
3167	2552	1475
3168	2552	1475
3169	2553	1474
3170	2553	1472
3171	2554	1471
3172	2554	1471
3173	2555	1469
3174	2555	1468
3175	2555	1467
3176	2556	1466
3177	2556	1465
3178	2556	1464
3179	2557	1463
3180	2557	1462
3181	2558	1461
3182	2558	1460
3183	2558	1459
3184	2559	1458
3185	2559	1457
3186	2560	1456
3187	2560	1455
3188	2561	1454
3189	2561	1453
3190	2562	1452
3191	2562	1451
3192	2563	1450
3193	2563	1449
3194	2564	1448
3195	2564	1447
3196	2565	1446
3197	2566	1445
3198	2567	1445
3199	2568	1444
3200	2568	1443
3201	2569	1442
3202	2570	1441
3203	2570	1440
3204	2570	1439
3205	2571	1438
3206	2571	1437
3207	2572	1436
3208	2572	1435
3209	2573	1434
3210	2573	1433
3211	2573	1432
3212	2574	1431
3213	2575	1430
3214	2575	1429
3215	2575	1428
3216	2576	1427
3217	2576	1426
3218	2577	1426
3219	2578	1425
3220	2578	1424
3221	2579	1423
3222	2579	1422
3223	2580	1421
3224	2581	1420
3225	2581	1419
3226	2582	1418
3227	2582	1417
3228	2583	1416
3229	2583	1415
3230	2583	1414
3231	2585	1414
3232	2585	1413
3233	2586	1412
3234	2586	1411
3235	2586	1410
3236	2587	1409
3237	2587	1407
3238	2587	1407
3239	2588	1406
3240	2589	1405
3241	2590	1404
3242	2591	1403
3243	2592	1403
3244	2593	1402
3245	2594	1402
3246	2597	1402
3247	2598	1401
3248	2600	1401
3249	2601	1400
3250	2602	1400
3251	2606	1400
3252	2607	1400
3253	2610	1400
3254	2610	1399
3255	2612	1399
3256	2613	1398
3257	2615	1398
3258	2617	1398
3259	2618	1397
3260	2619	1396
3261	2619	1395
3262	2619	1394
3263	2619	1393
3264	2620	1392
3265	2621	1391
3266	2621	1390
3267	2622	1389
3268	2622	1388
3269	2622	1387
3270	2623	1386
3271	2624	1385
3272	2624	1384
3273	2624	1383
3274	2625	1382
3275	2625	1381
3276	2626	1380
3277	2627	1380
3278	2627	1379
3279	2627	1378
3280	2628	1377
3281	2628	1376
3282	2629	1375
3283	2629	1373
3284	2629	1373
3285	2631	1372
3286	2632	1371
3287	2632	1370
3288	2632	1369
3289	2634	1369
3290	2635	1368
3291	2635	1367
3292	2636	1366
3293	2637	1365
3294	2638	1365
3295	2638	1364
3296	2639	1363
3297	2639	1362
3298	2639	1361
3299	2640	1360
3300	2641	1359
3301	2641	1358
3302	2641	1357
3303	2642	1356
3304	2642	1355
3305	2643	1354
3306	2643	1353
3307	2644	1352
3308	2645	1351
3309	2646	1351
3310	2647	1350
3311	2647	1349
3312	2648	1348
3313	2648	1347
3314	2649	1346
3315	2650	1345
3316	2650	1344
3317	2650	1343
3318	2651	1342
3319	2651	1341
3320	2652	1340
3321	2653	1340
3322	2654	1339
3323	2655	1338
3324	2655	1337
3325	2655	1336
3326	2655	1335
3327	2656	1334
3328	2656	1333
3329	2657	1332
3330	2658	1331
3331	2658	1330
3332	2658	1329
3333	2659	1328
3334	2659	1327
3335	2659	1326
3336	2660	1325
3337	2661	1325
3338	2661	1324
3339	2662	1323
3340	2662	1322
3341	2662	1321
3342	2663	1320
3343	2664	1319
3344	2666	1319
3345	2667	1318
3346	2668	1317
