iter	MultiRMSE
131	1080.81078
132	1080.793173
133	1080.781989
134	1080.766797
135	1080.729409
136	1080.718641
137	1080.707384
138	1080.688371
139	1080.676163
140	1080.647925
141	1080.634334
142	1080.618142
143	1080.600204
144	1080.588802
145	1080.571395
146	1080.560754
147	1080.546923
148	1080.534295
149	1080.524217
150	1080.502481
151	1080.488933
152	1080.462036
153	1080.450316
154	1080.423278
155	1080.403536
156	1080.386696
157	1080.371907
158	1080.356357
159	1080.335699
160	1080.3225
161	1080.305444
162	1080.29437
163	1080.27957
164	1080.261237
165	1080.246058
166	1080.230546
167	1080.213613
168	1080.182569
169	1080.159939
170	1080.142945
171	1080.126338
172	1080.101653
173	1080.076005
174	1080.057401
175	1080.044186
176	1080.025891
177	1080.003274
178	1079.967689
179	1079.955703
180	1079.941438
181	1079.931164
182	1079.916084
183	1079.894753
184	1079.88322
185	1079.867415
186	1079.853071
187	1079.838185
188	1079.773051
189	1079.757305
190	1079.74271
191	1079.713117
192	1079.701453
193	1079.686975
194	1079.673652
195	1079.652143
196	1079.625903
197	1079.61057
198	1079.598986
199	1079.589556
200	1079.562789
201	1079.530425
202	1079.507101
203	1079.493545
204	1079.476454
205	1079.454067
206	1079.437118
207	1079.421077
208	1079.403567
209	1079.389222
210	1079.372082
211	1079.328054
212	1079.312904
213	1079.298315
214	1079.273
215	1079.25877
216	1079.236469
217	1079.21253
218	1079.196927
219	1079.176934
220	1079.162834
221	1079.147372
222	1079.134293
223	1079.115596
224	1079.100211
225	1079.077471
226	1079.065809
227	1079.04619
228	1079.030675
229	1079.019323
230	1079.001559
231	1078.962417
232	1078.949923
233	1078.934909
234	1078.914426
235	1078.874797
236	1078.855961
237	1078.836196
238	1078.820928
239	1078.792396
240	1078.773647
241	1078.705677
242	1078.690033
243	1078.676266
244	1078.654342
245	1078.637723
246	1078.619867
247	1078.607396
248	1078.569161
249	1078.541976
250	1078.531641
251	1078.50339
252	1078.488605
253	1078.472603
254	1078.435553
255	1078.421173
256	1078.384577
257	1078.365914
258	1078.342569
259	1078.284797
260	1078.26288
261	1078.231592
262	1078.196047
263	1078.177843
264	1078.146656
265	1078.096685
266	1078.077997
267	1078.03036
268	1078.011584
269	1078.002885
270	1077.974599
271	1077.957139
272	1077.905606
273	1077.873209
274	1077.850714
275	1077.834557
276	1077.820622
277	1077.793165
278	1077.762695
279	1077.721997
280	1077.702813
281	1077.687998
282	1077.65659
283	1077.640924
284	1077.60423
285	1077.574456
286	1077.5544
287	1077.539151
288	1077.514414
289	1077.474366
290	1077.450904
291	1077.4297
292	1077.387176
293	1077.357504
294	1077.339074
295	1077.309129
296	1077.296049
297	1077.266629
298	1077.249405
299	1077.211329
300	1077.183249
301	1077.13168
302	1077.091695
303	1077.076413
304	1077.027431
305	1076.984801
306	1076.967546
307	1076.942742
308	1076.918302
309	1076.896295
310	1076.871405
311	1076.838028
312	1076.811868
313	1076.786705
314	1076.765632
315	1076.735853
316	1076.717703
317	1076.683911
318	1076.661197
319	1076.641998
320	1076.59887
321	1076.569068
322	1076.497512
323	1076.464687
324	1076.443316
325	1076.398229
326	1076.345086
327	1076.315083
328	1076.290534
329	1076.262036
330	1076.230486
331	1076.216496
332	1076.177959
333	1076.130964
334	1076.083456
335	1076.061222
336	1076.043037
337	1076.016925
338	1076.005093
339	1075.965419
340	1075.933893
341	1075.898962
342	1075.869359
343	1075.839802
344	1075.810015
345	1075.790482
346	1075.771186
347	1075.74184
348	1075.712671
349	1075.689596
350	1075.661429
351	1075.641402
352	1075.610237
353	1075.567563
354	1075.547458
355	1075.515871
356	1075.494891
357	1075.463644
358	1075.431803
359	1075.389527
360	1075.369068
361	1075.332688
362	1075.301912
363	1075.274222
364	1075.240725
365	1075.200439
366	1075.157333
367	1075.116022
368	1075.085939
369	1075.041512
370	1075.002304
371	1074.967288
372	1074.939835
373	1074.898744
374	1074.865248
375	1074.836641
376	1074.781747
377	1074.749818
378	1074.723848
379	1074.687051
380	1074.663372
381	1074.627332
382	1074.596689
383	1074.528788
384	1074.503415
385	1074.482595
386	1074.438228
387	1074.394383
388	1074.369505
389	1074.349985
390	1074.312882
391	1074.284573
392	1074.225867
393	1074.210477
394	1074.175687
395	1074.1516
396	1074.115607
397	1074.079886
398	1074.040654
399	1073.9975
400	1073.968066
401	1073.945127
402	1073.919688
403	1073.889453
404	1073.858229
405	1073.826371
406	1073.796826
407	1073.775081
408	1073.738487
409	1073.704935
410	1073.681955
411	1073.632855
412	1073.600347
413	1073.552661
414	1073.515665
415	1073.497308
416	1073.462062
417	1073.400691
418	1073.361564
419	1073.340869
420	1073.312869
421	1073.291948
422	1073.263405
423	1073.235905
424	1073.178535
425	1073.146503
426	1073.111123
427	1073.091821
428	1073.060251
429	1073.040979
430	1073.011666
431	1072.985163
432	1072.965863
433	1072.950543
434	1072.916712
435	1072.88643
436	1072.869406
437	1072.842513
438	1072.807508
439	1072.786935
440	1072.767236
441	1072.736221
442	1072.701182
443	1072.684109
444	1072.652075
445	1072.613001
446	1072.583836
447	1072.546695
448	1072.497949
449	1072.468047
450	1072.424417
451	1072.38507
452	1072.351816
453	1072.322972
454	1072.290709
455	1072.262268
456	1072.227093
457	1072.175216
458	1072.160957
459	1072.133851
460	1072.0825
461	1072.051784
462	1072.021625
463	1072.000725
464	1071.973592
465	1071.956543
466	1071.939166
467	1071.912356
468	1071.886852
469	1071.854245
470	1071.820991
471	1071.800241
472	1071.775143
473	1071.74445
474	1071.708234
475	1071.666303
476	1071.637504
477	1071.617675
478	1071.578374
479	1071.562275
480	1071.523792
481	1071.490296
482	1071.457024
483	1071.4349
484	1071.389528
485	1071.356578
486	1071.334276
487	1071.311641
488	1071.271706
489	1071.254676
490	1071.231828
491	1071.215825
492	1071.149327
493	1071.113517
494	1071.077566
495	1071.030695
496	1071.001664
497	1070.977811
498	1070.957807
499	1070.930774
500	1070.90989
501	1070.872582
502	1070.834016
503	1070.796268
504	1070.783323
505	1070.744863
506	1070.716682
507	1070.687985
508	1070.66281
509	1070.629571
510	1070.583414
511	1070.537967
512	1070.496292
513	1070.459363
514	1070.430121
515	1070.380358
516	1070.356703
517	1070.326408
518	1070.271769
519	1070.233632
520	1070.199111
521	1070.174754
522	1070.151079
523	1070.115835
524	1070.091913
525	1070.069023
526	1070.05251
527	1070.026583
528	1069.991011
529	1069.932613
530	1069.909581
531	1069.877169
532	1069.848598
533	1069.824332
534	1069.769966
535	1069.732494
536	1069.706958
537	1069.666892
538	1069.639413
539	1069.608105
540	1069.591606
541	1069.572358
542	1069.534416
543	1069.514351
544	1069.487152
545	1069.451573
546	1069.426212
547	1069.397946
548	1069.380576
549	1069.352096
550	1069.328651
551	1069.301663
552	1069.26769
553	1069.246033
554	1069.229003
555	1069.199714
556	1069.173083
557	1069.143311
558	1069.112487
559	1069.091822
560	1069.057888
561	1069.03155
562	1069.01193
563	1068.962607
564	1068.932355
565	1068.901141
566	1068.865535
567	1068.838948
568	1068.819121
569	1068.799093
570	1068.761633
571	1068.72858
572	1068.701338
573	1068.661148
574	1068.628049
575	1068.608996
576	1068.581277
577	1068.564296
578	1068.529751
579	1068.505854
580	1068.448819
581	1068.416817
582	1068.394106
583	1068.352763
584	1068.330927
585	1068.304456
586	1068.275669
587	1068.245875
588	1068.229287
589	1068.206321
590	1068.182776
591	1068.155304
592	1068.121791
593	1068.095779
594	1068.059778
595	1068.035951
596	1067.991646
597	1067.947489
598	1067.923909
599	1067.89512
600	1067.869365
601	1067.841596
602	1067.822759
603	1067.793341
604	1067.759774
605	1067.732689
606	1067.70299
607	1067.675394
608	1067.64232
609	1067.623777
610	1067.59854
611	1067.574945
612	1067.562415
613	1067.534476
614	1067.495182
615	1067.470104
616	1067.434273
617	1067.409416
618	1067.379562
619	1067.342642
620	1067.321356
621	1067.282229
622	1067.256233
623	1067.219789
624	1067.193721
625	1067.165328
626	1067.146956
627	1067.129502
628	1067.085263
629	1067.05539
630	1067.039385
631	1067.014947
632	1066.970808
633	1066.949985
634	1066.912636
635	1066.891076
636	1066.868311
637	1066.852019
638	1066.821345
639	1066.796281
640	1066.759517
641	1066.710508
642	1066.674363
643	1066.648625
644	1066.623424
645	1066.590729
646	1066.564882
647	1066.534226
648	1066.512453
649	1066.47223
650	1066.427925
651	1066.40596
652	1066.372591
653	1066.337219
654	1066.307459
655	1066.27636
656	1066.253329
657	1066.233732
658	1066.200187
659	1066.160449
660	1066.139154
661	1066.104681
662	1066.066345
663	1066.042942
664	1066.014937
665	1065.994125
666	1065.971587
667	1065.937462
668	1065.909672
669	1065.873784
670	1065.84618
671	1065.809407
672	1065.779188
673	1065.739062
674	1065.692983
675	1065.667607
676	1065.631525
677	1065.60881
678	1065.588422
679	1065.566301
680	1065.542537
681	1065.519754
682	1065.485024
683	1065.455852
684	1065.432973
685	1065.409497
686	1065.383147
687	1065.337387
688	1065.285749
689	1065.265601
690	1065.243663
691	1065.209911
692	1065.183909
693	1065.150455
694	1065.123612
695	1065.069134
696	1065.047412
697	1065.013665
698	1064.991926
699	1064.968835
700	1064.945539
701	1064.91253
702	1064.874816
703	1064.842089
704	1064.805016
705	1064.758254
706	1064.708893
707	1064.678863
708	1064.657907
709	1064.622852
710	1064.600402
711	1064.565515
712	1064.547507
713	1064.501799
714	1064.475291
715	1064.441463
716	1064.412323
717	1064.387088
718	1064.362245
719	1064.316973
720	1064.291963
721	1064.270953
722	1064.239635
723	1064.19572
724	1064.169869
725	1064.132761
726	1064.100461
727	1064.079896
728	1064.03312
729	1064.014743
730	1063.98996
731	1063.960767
732	1063.937253
733	1063.908494
734	1063.884058
735	1063.843496
736	1063.812758
737	1063.786411
738	1063.760263
739	1063.729999
740	1063.711976
741	1063.686441
742	1063.660991
743	1063.632491
744	1063.576178
745	1063.541314
746	1063.527594
747	1063.505453
748	1063.471643
749	1063.443998
750	1063.426384
751	1063.390509
752	1063.369324
753	1063.336431
754	1063.313639
755	1063.294485
756	1063.273472
757	1063.247115
758	1063.221398
759	1063.18316
760	1063.150289
761	1063.137832
762	1063.101712
763	1063.083391
764	1063.044684
765	1063.028614
766	1062.980725
767	1062.943057
768	1062.916083
769	1062.882534
770	1062.869599
771	1062.846856
772	1062.829786
773	1062.797312
774	1062.76616
775	1062.746714
776	1062.705245
777	1062.662691
778	1062.631681
779	1062.612294
780	1062.574622
781	1062.54768
782	1062.51737
783	1062.474605
784	1062.428485
785	1062.39059
786	1062.364666
787	1062.310732
788	1062.293218
789	1062.269927
790	1062.246618
791	1062.210345
792	1062.172661
793	1062.142228
794	1062.127083
795	1062.100364
796	1062.080321
797	1062.059691
798	1062.028209
799	1062.008661
800	1061.981172
801	1061.947234
802	1061.912639
803	1061.891182
804	1061.866606
805	1061.840754
806	1061.809098
807	1061.776548
808	1061.760327
809	1061.730629
810	1061.70722
811	1061.667784
812	1061.632098
813	1061.595486
814	1061.562514
815	1061.542503
816	1061.519145
817	1061.500027
818	1061.470642
819	1061.451611
820	1061.420297
821	1061.396117
822	1061.368862
823	1061.329812
824	1061.306479
825	1061.285717
826	1061.255885
827	1061.239197
828	1061.21263
829	1061.183616
830	1061.167182
831	1061.131204
832	1061.117249
833	1061.086988
834	1061.05815
835	1061.021844
836	1061.002986
837	1060.977836
838	1060.932455
839	1060.902591
840	1060.880913
841	1060.853
842	1060.828285
843	1060.802873
844	1060.772006
845	1060.74838
846	1060.707238
847	1060.678588
848	1060.647807
849	1060.630541
850	1060.60487
851	1060.568301
852	1060.537009
853	1060.516084
854	1060.478924
855	1060.446773
856	1060.423176
857	1060.391409
858	1060.35522
859	1060.323962
860	1060.297871
861	1060.268759
862	1060.241751
863	1060.202994
864	1060.168617
865	1060.137232
866	1060.107001
867	1060.07775
868	1060.057936
869	1060.027237
870	1060.008764
871	1059.983682
872	1059.932048
873	1059.906036
874	1059.87421
875	1059.850966
876	1059.819431
877	1059.782082
878	1059.767818
879	1059.741099
880	1059.715588
881	1059.693981
882	1059.668876
883	1059.649509
884	1059.582747
885	1059.555294
886	1059.524592
887	1059.484665
888	1059.453427
889	1059.422852
890	1059.398057
891	1059.351208
892	1059.326126
893	1059.306608
894	1059.27961
895	1059.258671
896	1059.235848
897	1059.205275
898	1059.181972
899	1059.155444
900	1059.135731
901	1059.117996
902	1059.086195
903	1059.069585
904	1059.051823
905	1059.03802
906	1059.002954
907	1058.965757
908	1058.950117
909	1058.921637
910	1058.881866
911	1058.853259
912	1058.814844
913	1058.789441
914	1058.757098
915	1058.73671
916	1058.699936
917	1058.669818
918	1058.634924
919	1058.59525
920	1058.570343
921	1058.539068
922	1058.513044
923	1058.483864
924	1058.469703
925	1058.444292
926	1058.427951
927	1058.400011
928	1058.344882
929	1058.320497
930	1058.293594
931	1058.258042
932	1058.240966
933	1058.224525
934	1058.201057
935	1058.17266
936	1058.147885
937	1058.081233
938	1058.049096
939	1058.020143
940	1057.981578
941	1057.95721
942	1057.929774
943	1057.917547
944	1057.889474
945	1057.829933
946	1057.800635
947	1057.782631
948	1057.761151
949	1057.738337
950	1057.708465
951	1057.677952
952	1057.656425
953	1057.637549
954	1057.618457
955	1057.598397
956	1057.568265
957	1057.548338
958	1057.52321
959	1057.503239
960	1057.467383
961	1057.43735
962	1057.416067
963	1057.382781
964	1057.347279
965	1057.308907
966	1057.277995
967	1057.259786
968	1057.232389
969	1057.191126
970	1057.157618
971	1057.12512
972	1057.088879
973	1057.071265
974	1057.046877
975	1057.014232
976	1056.992284
977	1056.966604
978	1056.922381
979	1056.89414
980	1056.87661
981	1056.837519
982	1056.816706
983	1056.784589
984	1056.759472
985	1056.739904
986	1056.715127
987	1056.680024
988	1056.656707
989	1056.63933
990	1056.621426
991	1056.585254
992	1056.568641
993	1056.544859
994	1056.518253
995	1056.472137
996	1056.449345
997	1056.420851
998	1056.388738
999	1056.358637
1000	1056.343119
1001	1056.325591
1002	1056.294449
1003	1056.276249
1004	1056.2561
1005	1056.231944
1006	1056.198327
1007	1056.173025
1008	1056.15328
1009	1056.1217
1010	1056.068814
1011	1056.051666
1012	1056.022952
1013	1056.000558
1014	1055.955158
1015	1055.928128
1016	1055.899577
1017	1055.854484
1018	1055.830665
1019	1055.802415
1020	1055.780938
1021	1055.766399
1022	1055.734157
1023	1055.709919
1024	1055.68533
1025	1055.639232
1026	1055.615129
1027	1055.582351
1028	1055.566679
1029	1055.52816
1030	1055.461679
1031	1055.413544
1032	1055.378655
1033	1055.322911
1034	1055.305015
1035	1055.277258
1036	1055.242541
1037	1055.21651
1038	1055.188906
1039	1055.16437
1040	1055.144139
1041	1055.109793
1042	1055.074767
1043	1055.047751
1044	1055.019827
1045	1054.990908
1046	1054.963014
1047	1054.929944
1048	1054.915851
1049	1054.869768
1050	1054.854589
1051	1054.837528
1052	1054.801292
1053	1054.781244
1054	1054.757351
1055	1054.717568
1056	1054.690077
1057	1054.655814
1058	1054.624388
1059	1054.606193
1060	1054.570101
1061	1054.545062
1062	1054.526584
1063	1054.502498
1064	1054.4868
1065	1054.46465
1066	1054.431151
1067	1054.411126
1068	1054.355986
1069	1054.321295
1070	1054.293461
1071	1054.250047
1072	1054.234392
1073	1054.201309
1074	1054.179392
1075	1054.153036
1076	1054.125449
1077	1054.09749
1078	1054.076093
1079	1054.038333
1080	1054.023024
1081	1054.001079
1082	1053.976885
1083	1053.954808
1084	1053.92885
1085	1053.897592
1086	1053.873586
1087	1053.848337
1088	1053.825626
1089	1053.802027
1090	1053.783783
1091	1053.750875
1092	1053.727597
1093	1053.6661
1094	1053.634426
1095	1053.609781
1096	1053.588901
1097	1053.556111
1098	1053.537241
1099	1053.502734
1100	1053.476086
1101	1053.453635
1102	1053.426155
1103	1053.401739
1104	1053.380918
1105	1053.356805
1106	1053.337976
1107	1053.309288
1108	1053.268825
1109	1053.246378
1110	1053.22231
1111	1053.192759
1112	1053.171476
1113	1053.1392
1114	1053.125276
1115	1053.103357
1116	1053.079322
1117	1053.048952
1118	1053.018573
1119	1052.982833
1120	1052.960273
1121	1052.934188
1122	1052.918134
1123	1052.893152
1124	1052.870537
1125	1052.836314
1126	1052.801
1127	1052.775471
1128	1052.748229
1129	1052.731441
1130	1052.706479
1131	1052.689249
1132	1052.651087
1133	1052.625122
1134	1052.590442
1135	1052.570963
1136	1052.539364
1137	1052.496452
1138	1052.472439
1139	1052.44699
1140	1052.425877
1141	1052.378752
1142	1052.358077
1143	1052.332804
1144	1052.308287
1145	1052.279951
1146	1052.235609
1147	1052.218972
1148	1052.172746
1149	1052.146179
1150	1052.102288
1151	1052.070483
1152	1052.045289
1153	1052.025959
1154	1051.972712
1155	1051.933804
1156	1051.914856
1157	1051.878729
1158	1051.850845
1159	1051.836011
1160	1051.814749
1161	1051.790149
1162	1051.770202
1163	1051.753236
1164	1051.726724
1165	1051.687748
1166	1051.662276
1167	1051.640811
1168	1051.626526
1169	1051.611065
1170	1051.579755
1171	1051.566399
1172	1051.517871
1173	1051.494232
1174	1051.473446
1175	1051.429367
1176	1051.404901
1177	1051.375422
1178	1051.353267
1179	1051.329655
1180	1051.295737
1181	1051.259634
1182	1051.230021
1183	1051.202371
1184	1051.188477
1185	1051.143153
1186	1051.105054
1187	1051.064461
1188	1051.032383
1189	1051.012505
1190	1050.982503
1191	1050.959314
1192	1050.940205
1193	1050.892997
1194	1050.835197
1195	1050.80753
1196	1050.756138
1197	1050.699235
1198	1050.668172
1199	1050.633141
1200	1050.598618
1201	1050.564671
1202	1050.520569
1203	1050.505072
1204	1050.477272
1205	1050.446382
1206	1050.413193
1207	1050.388762
1208	1050.372947
1209	1050.353315
1210	1050.328349
1211	1050.284171
1212	1050.273055
1213	1050.256185
1214	1050.230609
1215	1050.20996
1216	1050.191625
1217	1050.166327
1218	1050.145784
1219	1050.10443
1220	1050.080536
1221	1050.049076
1222	1050.017952
1223	1049.985205
1224	1049.962025
1225	1049.939301
1226	1049.921746
1227	1049.884214
1228	1049.842177
1229	1049.805407
1230	1049.784585
1231	1049.758345
1232	1049.73417
1233	1049.694283
1234	1049.670565
1235	1049.646791
1236	1049.614218
1237	1049.585859
1238	1049.557448
1239	1049.520735
1240	1049.491782
1241	1049.457866
1242	1049.433778
1243	1049.406911
1244	1049.387843
1245	1049.357456
1246	1049.314966
1247	1049.295248
1248	1049.280746
1249	1049.24444
1250	1049.225771
1251	1049.189927
1252	1049.17478
1253	1049.137464
1254	1049.127532
1255	1049.095077
1256	1049.07855
1257	1049.053517
1258	1049.030944
1259	1049.012887
1260	1048.961528
1261	1048.938119
1262	1048.91301
1263	1048.891806
1264	1048.875769
1265	1048.855191
1266	1048.835161
1267	1048.818853
1268	1048.769665
1269	1048.751971
1270	1048.706477
1271	1048.66186
1272	1048.606681
1273	1048.552479
1274	1048.504185
1275	1048.479673
1276	1048.442572
1277	1048.415284
1278	1048.391733
1279	1048.357505
1280	1048.330803
1281	1048.304957
1282	1048.277246
1283	1048.236185
1284	1048.216816
1285	1048.197579
1286	1048.175954
1287	1048.157617
1288	1048.139631
1289	1048.120824
1290	1048.076591
1291	1048.044272
1292	1048.001459
1293	1047.949173
1294	1047.92725
1295	1047.890193
1296	1047.873611
1297	1047.850858
1298	1047.810298
1299	1047.780516
1300	1047.753152
1301	1047.723853
1302	1047.694003
1303	1047.67297
1304	1047.62127
1305	1047.598427
1306	1047.570573
1307	1047.540096
1308	1047.511493
1309	1047.476901
1310	1047.438888
1311	1047.411729
1312	1047.392416
1313	1047.367982
1314	1047.335903
1315	1047.304988
1316	1047.272146
1317	1047.255321
1318	1047.223423
1319	1047.204077
1320	1047.186904
1321	1047.158432
1322	1047.139802
1323	1047.119479
1324	1047.09687
1325	1047.071839
1326	1047.050029
1327	1047.022451
1328	1046.999381
1329	1046.965209
1330	1046.938675
1331	1046.898972
1332	1046.864172
1333	1046.831735
1334	1046.801656
1335	1046.784317
1336	1046.771699
1337	1046.741577
1338	1046.706886
1339	1046.68986
1340	1046.64528
1341	1046.614825
1342	1046.569457
1343	1046.543289
1344	1046.514376
1345	1046.489847
1346	1046.458352
1347	1046.439541
1348	1046.39039
1349	1046.369919
1350	1046.340292
1351	1046.321072
1352	1046.305194
1353	1046.286037
1354	1046.262226
1355	1046.236413
1356	1046.223196
1357	1046.210349
1358	1046.18655
1359	1046.161665
1360	1046.136108
1361	1046.11642
1362	1046.088227
1363	1046.048568
1364	1046.013593
1365	1045.971296
1366	1045.944035
1367	1045.902126
1368	1045.869855
1369	1045.807968
1370	1045.784792
1371	1045.757853
1372	1045.722959
1373	1045.691665
1374	1045.656265
1375	1045.626629
1376	1045.602862
1377	1045.565673
1378	1045.535038
1379	1045.47593
1380	1045.44745
1381	1045.420798
1382	1045.392767
1383	1045.365637
1384	1045.321808
1385	1045.291257
1386	1045.270214
1387	1045.22813
1388	1045.208654
1389	1045.18936
1390	1045.166123
1391	1045.146928
1392	1045.113762
1393	1045.087245
1394	1045.057147
1395	1045.028941
1396	1045.010599
1397	1044.972135
1398	1044.947755
1399	1044.90175
1400	1044.879807
1401	1044.836677
1402	1044.818638
1403	1044.787813
1404	1044.722244
1405	1044.688448
1406	1044.656248
1407	1044.629149
1408	1044.593349
1409	1044.568216
1410	1044.536328
1411	1044.509885
1412	1044.491667
1413	1044.47724
1414	1044.450345
1415	1044.412722
1416	1044.387435
1417	1044.357916
1418	1044.341982
1419	1044.30816
1420	1044.267963
1421	1044.248784
1422	1044.218495
1423	1044.19955
1424	1044.153548
1425	1044.12624
1426	1044.112654
1427	1044.084843
1428	1044.057229
1429	1044.032451
1430	1043.998929
1431	1043.980273
1432	1043.960915
1433	1043.930667
1434	1043.892753
1435	1043.860296
1436	1043.837078
1437	1043.79989
1438	1043.783032
1439	1043.745236
1440	1043.718047
1441	1043.687146
1442	1043.66935
1443	1043.639408
1444	1043.596159
1445	1043.558833
1446	1043.538458
1447	1043.511523
1448	1043.477218
1449	1043.453044
1450	1043.43679
1451	1043.412096
1452	1043.379086
1453	1043.349369
1454	1043.324424
1455	1043.298935
1456	1043.27651
1457	1043.24209
1458	1043.210234
1459	1043.174751
1460	1043.150409
1461	1043.119079
1462	1043.081824
1463	1043.058352
1464	1043.017596
1465	1042.990445
1466	1042.974504
1467	1042.951931
1468	1042.917997
1469	1042.899207
1470	1042.880674
1471	1042.857197
1472	1042.827047
1473	1042.800548
1474	1042.765891
1475	1042.750472
1476	1042.718297
1477	1042.696013
1478	1042.673851
1479	1042.643483
1480	1042.614634
1481	1042.595847
1482	1042.569968
1483	1042.545595
1484	1042.521744
1485	1042.474238
1486	1042.456907
1487	1042.399385
1488	1042.377092
1489	1042.355905
1490	1042.314751
1491	1042.249255
1492	1042.214779
1493	1042.170708
1494	1042.142184
1495	1042.121428
1496	1042.064966
1497	1042.036722
1498	1042.008026
1499	1041.98133
1500	1041.960065
1501	1041.915694
1502	1041.90009
1503	1041.877736
1504	1041.820601
1505	1041.783126
1506	1041.763351
1507	1041.749386
1508	1041.708873
1509	1041.67365
1510	1041.651664
1511	1041.620892
1512	1041.597481
1513	1041.569094
1514	1041.51612
1515	1041.485747
1516	1041.461386
1517	1041.424573
1518	1041.39496
1519	1041.342024
1520	1041.327799
1521	1041.302114
1522	1041.286656
1523	1041.259053
1524	1041.217942
1525	1041.193031
1526	1041.161103
1527	1041.135141
1528	1041.103394
1529	1041.086231
1530	1041.065068
1531	1041.047361
1532	1041.029705
1533	1040.998342
1534	1040.965556
1535	1040.947743
1536	1040.921765
1537	1040.893331
1538	1040.879698
1539	1040.844416
1540	1040.822428
1541	1040.807381
1542	1040.778288
1543	1040.748577
1544	1040.724146
1545	1040.704935
1546	1040.676168
1547	1040.661026
1548	1040.602805
1549	1040.582136
1550	1040.558182
1551	1040.54368
1552	1040.507457
1553	1040.482463
1554	1040.437493
1555	1040.407147
1556	1040.374949
1557	1040.344439
1558	1040.323044
1559	1040.303565
1560	1040.276425
1561	1040.253965
1562	1040.2155
1563	1040.18178
1564	1040.152312
1565	1040.133143
1566	1040.105265
1567	1040.08142
1568	1040.059363
1569	1040.041706
1570	1040.025712
1571	1039.976711
1572	1039.942889
1573	1039.922182
1574	1039.893795
1575	1039.870352
1576	1039.839688
1577	1039.802847
1578	1039.741892
1579	1039.721693
1580	1039.698929
1581	1039.677195
1582	1039.64353
1583	1039.622499
1584	1039.59213
1585	1039.563098
1586	1039.533057
1587	1039.518328
1588	1039.499267
1589	1039.464233
1590	1039.435092
1591	1039.417784
1592	1039.397572
1593	1039.379873
1594	1039.353382
1595	1039.338115
1596	1039.312213
1597	1039.287901
1598	1039.259245
1599	1039.233137
1600	1039.21781
1601	1039.197378
1602	1039.16971
1603	1039.134927
1604	1039.076544
1605	1039.042869
1606	1039.023951
1607	1038.992309
1608	1038.967301
1609	1038.923495
1610	1038.907094
1611	1038.875635
1612	1038.845106
1613	1038.803931
1614	1038.77963
1615	1038.75685
1616	1038.742111
1617	1038.683754
1618	1038.659366
1619	1038.638275
1620	1038.593851
1621	1038.559981
1622	1038.54271
1623	1038.521151
1624	1038.498928
1625	1038.47868
1626	1038.460277
1627	1038.441546
1628	1038.415896
1629	1038.392373
1630	1038.375141
1631	1038.347372
1632	1038.307982
1633	1038.285647
1634	1038.247541
1635	1038.225329
1636	1038.16706
1637	1038.144215
1638	1038.113576
1639	1038.085948
1640	1038.054463
1641	1038.023023
1642	1037.991599
1643	1037.967497
1644	1037.929882
1645	1037.898873
1646	1037.877667
1647	1037.858398
1648	1037.837181
1649	1037.805761
1650	1037.786233
1651	1037.760373
1652	1037.728484
1653	1037.700083
1654	1037.685351
1655	1037.648
1656	1037.626265
1657	1037.611813
1658	1037.569869
1659	1037.545506
1660	1037.531653
1661	1037.467037
1662	1037.43083
1663	1037.402682
